バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER スコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL スコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER スコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER スコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA スコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
EMPRESS,Monkey Dance '09,EUROBEAT,Y&Co. Feat. DOMINO,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
EMPRESS,naughty girl@Queen's Palace,TECH-BREAKBEATS,DJ Mass MAD Izm*,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,HARD CLEAR,---,2025-09-19 20:05
EMPRESS,neogenesis,ENERGETIC TRANCE,DM Ashura,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,2025-09-19 20:05
EMPRESS,NΦ CRIME,DANCE MUSIC OF SORROW,C×F,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,2025-09-19 20:05
EMPRESS,Programmed World,PSY TRANCE(FULL ON),kors k as StripE,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
EMPRESS,Punch Love 仮面,E-DANCE POP,上野圭市(aka. Babyweapon，DJ SWAMI)feat.星野奏子,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,HARD CLEAR,---,2025-09-19 20:05
EMPRESS,Queen's Tragedy,BIGBEAT,猫叉Master+,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
EMPRESS,Secrets,TECH-PARA,good-cool ft. CHiCO,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,12,0,0,0,---,HARD CLEAR,---,2025-09-19 20:05
EMPRESS,smooooch・∀・,CANDY RAVE,kors k,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,EX HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,2025-09-19 20:05
EMPRESS,SOLITON BEAM,TECHNO,L.E.D.,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
EMPRESS,THANK YOU FOR PLAYING,ONLY ONE EPILOGUE,SUPER STAR 満-MITSURU-,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,8,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,HARD CLEAR,---,2025-09-19 20:05
EMPRESS,THE SHINING POLARIS(kors k mix),UK HARD CORE,Remixed by kors k,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2938,1349,240,11,EX HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2025-11-01 14:31
EMPRESS,thunder HOUSE NATION Remix,HOUSE,Remix by Sunset In Ibiza (SII),0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,EX HARD CLEAR,---,2025-09-19 20:05
EMPRESS,Turii ～Panta rhei～,ELEMENTAL CHANT,Zektbach,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
EMPRESS,V2,PROGRESSIVE,TAKA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
EMPRESS,Y&Co. is dead or alive,90's RAVE,Y&Co.,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
EMPRESS,You'll say "Now!",ONLY ONE TECHNO,BLACK STAR 幸広-YUKIHIRO-,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
EMPRESS,まほろば,J-DANCE POP,HHH+H,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
EMPRESS,ハリツヤランデヴー,HOU-ROCK,Des-MASTERS,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,ASSIST CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
EMPRESS,ミッドナイト堕天使,TRENDY TECHNO,Dr.Honda,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,12,2776,1276,224,6,EX HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2025-11-15 11:38
EMPRESS,不沈艦CANDY,HARDCORE,Risk Junk,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
EMPRESS,凛として咲く花の如く,撫子ロック,紅色リトマス,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,EX HARD CLEAR,---,2025-09-19 20:05
EMPRESS,卑弥呼,ESOTERIC SPEEDCORE,朱雀 VS 玄武,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
EMPRESS,天空脳番長危機十六連打,RAGE AGAINST EMPRESS,D.J.SETUP,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
EMPRESS,山岡晃の「クイズ！家事都合！」,ポップス,AKIRA YAMAOKA feat.喜屋武ちあき,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
EMPRESS,翼,J-TRANCE,小林ゆう,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,2025-09-19 20:05
EMPRESS,鉄甲乙女-under the steel-,IRON CONCERTO,Seiya Murai,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,AIR RAID FROM THA UNDAGROUND,SPEEDCORE,GUHROOVY,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,12,0,0,0,---,HARD CLEAR,---,2025-09-19 20:05
SIRIUS,Almagest,AKASHIC RECORDS,Galdeira,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,FULLCOMBO CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,12,2495,1030,435,112,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2026-01-17 11:36
SIRIUS,Bad Maniacs,INDUSTRIAL,kors k as teranoid,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,bass 2 bass,BUBBLEGUM DANCE,Ryu☆,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,HARD CLEAR,---,7,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,beatchic☆仮面～好き、でいさせて～,E-DANCE POP,上野圭市(transforming into Masao Lovely)feat.星野奏子,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,BEAUTIFUL ANGEL,DRUM'N'BASS,DJ SWAN,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,being torn the sky,ELECTRO POP,猫叉Master+ feat.JUNE,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,bloomin' feeling,HAPPY HARDCORE,Ryu☆,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,CaptivAte～裁き～(SUBLIME TECHNO MIX),SUBLIME TECHNO,Remixed by DJ YOSHITAKA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,D,NEXT SKOOL BREAKBEATS HARDCORE,Eagle,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,DAWN -THE NEXT ENDEAVOUR-,DRUM & BASS,L.E.D. fw.堀澤麻衣子,1,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,HARD CLEAR,---,10,3016,1442,132,11,EX HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2026-01-23 12:26
SIRIUS,Dazzlin' Darlin-秋葉工房mix-,EUROBEAT,Remixed by DJ Command,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,DESIRE,UK HARDCORE,M-Project fw. GUHROOVY,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,Do Back Burn,ELECTRO,PRASTIK DANCEFLOOR,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,2069,988,93,7,EX HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2025-12-13 16:37
SIRIUS,DOMINION,HARDCORE,L.E.D.-G,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,DROP,WHITE SEQUENCE,dj TAKA feat.Kanako Hoshino,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,Elisha,TRANCE CORE,DJ YOSHITAKA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,Empire State Glory,CYBERPUNK,Dirty Androids,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,eRAseRmOToRpHAntOM,HARDCORE,L.E.D.-G VS GUHROOVY,0,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,Evans,HARD RENAISSANCE,DJ YOSHITAKA,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,12,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,EXUSIA,HARDCORE,L.E.D.-G,0,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,EX HARD CLEAR,---,12,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,G59,EXPERIMENTAL MUSIC,怒れる金の獅子,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,GALGALIM,HARDCORE TECHNO,L.E.D.,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,EX HARD CLEAR,---,12,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,GOLDEN CROSS,TECHNO,dj REMO-CON VS dj TAKA,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,HARD CLEAR,---,8,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,Hydrogen Blueback,TECH DANCE,MAD CHILD,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,EX HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,2025-09-19 20:05
SIRIUS,IN THE NAME OF LOVE,EUROBEAT,Y&Co.feat.Erica,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,Keep it-秋葉工房mix-,EUROBEAT,DJ Command feat. NAGISA,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,11,2199,1028,143,10,EX HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2026-02-14 14:36
SIRIUS,Last Burning,ELECTRO,Dirty Androids,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,Light Shine,BUBBLEGUM DANCE,Ryu☆,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,MIRACLE MEETS,BUCHIAGE TRANCE,Lucky Vacuum,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,mosaic,TECHNO POP SPEED,Auridy,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,HARD CLEAR,---,8,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,NEW SENSATION -もう、あなたしか見えない-,ONLY ONE IDOL SONG,SUPER HEROINE 彩香-AYAKA-,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,NoN-Fiction Story!,TECHNO POP,Creative Life,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,Programmed Sun,PSY TRANCE(MORNING),kors k,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,EX HARD CLEAR,---,10,2143,1026,91,8,EX HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2025-12-13 16:45
SIRIUS,quell～the seventh slave～,TRANCE,dj TAKA Vs. DJ YOSHITAKA,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,ASSIST CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,Raison d'etre～交差する宿命～,ASTRAL CHOIR,Zektbach,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,EX HARD CLEAR,---,10,0,0,0,---,EX HARD CLEAR,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,Red. by Full Metal Jacket,TECH-BREAKBEATS,DJ Mass MAD Izm*,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,12,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,Roots of my way!,ACTRESS,ナイア,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,Session 1 -Genesis-,ELECTRIC FUSION,PRASTIK DANCEFLOOR,0,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,She is my wife,ONLY ONE BALLAD,SUPER STAR 満-MITSURU-,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,SOLID STATE SQUAD,HARDSTYLE,kors k Vs. L.E.D.,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,EX HARD CLEAR,---,12,0,0,0,---,HARD CLEAR,---,2025-09-19 20:05
SIRIUS,Sorrows,EMO,Asako Yoshihiro,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,HARD CLEAR,---,8,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,Special One,J-HOUSE,kors k feat. Suzuyo Miyamoto,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,8,0,0,0,---,FULLCOMBO CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,THE LAST STRIKER,DRUM & BASS,L.E.D.,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,The Story Begins,EPIC TRANCE,SADA & Sota,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,かずあそび,INSANIO,CULTVOICE by S.S.D.PRODUCTS,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,たからもの,POPS,セリカ＆エリカ,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,2025-09-19 20:05
SIRIUS,コスモス,J-POP,TSU-NA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,HARD CLEAR,---,8,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,サヨナラ・ヘヴン,WORLD/ELECTRONICA,猫叉Master,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,HARD CLEAR,---,7,0,0,0,---,HARD CLEAR,---,8,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,バビロニア,DISTORTED NEW AGE,劇団レコード,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,1821,879,63,2,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2025-12-27 18:40
SIRIUS,ワルツ第17番 ト短調”大犬のワルツ”,VALSE,virkato,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,FULLCOMBO CLEAR,---,10,0,0,0,---,EX HARD CLEAR,---,12,3344,1381,582,91,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-12-25 19:50
SIRIUS,未来のプリズム,STARPOP,星野奏子,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
SIRIUS,水上の提督(Short mix from "幻想水滸伝V"),WORLD/ELECTRONICA,猫叉Master,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
Resort Anthem,Aegis,TECHNO,IT medalion,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,FULLCOMBO CLEAR,---,10,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
Resort Anthem,ALBIDA,HARD RENAISSANCE,DJ YOSHITAKA,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
Resort Anthem,Answer,STARPOP,星野奏子,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
Resort Anthem,ANTHEM LANDING,LATIN TEK,DJムラサメ,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,FULLCOMBO CLEAR,---,10,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
Resort Anthem,Believe In Me,HARDCORE,Uraken feat. Calyn Tsukishima,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
Resort Anthem,BLUST OF WIND,CROSSOVER HOUSE,Anemo=Aspel by MLREC.,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,2025-09-19 20:05
Resort Anthem,Bounce Bounce Bounce,DANCEHALL,kors k feat.Kanata Okajima＆楽天斎,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
Resort Anthem,Breaking the ground,HARDCORE,Art of Fighters,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-19 20:05
